,标题,作者,日刊,卷数,页数,DOI,出版年份,关键词,版权作者,版权作者地址,地址,供资,研究领域,WOS类别,文件类型,语言,加入号,ISSN,eISSN,IDS号,引用WOS中的参考文献,大学代码
398,EPMA and TEM characterization of intergranular tellurium corrosion of Ni-16Mo-7Cr-4Fe superalloy,"Cheng, HW (Cheng, Hongwei)[ 1,2 ] ; Leng, B (Leng, Bin)[ 1 ] ; Chen, K (Chen, Kai)[ 3 ] ; Jia, YY (Jia, Yanyan)[ 1 ] ; Dong, JS (Dong, Jiasheng)[ 4 ] ; Li, ZJ (Li, Zhijun)[ 1 ] ; Zhou, XT (Zhou, Xingtai)[ 1 ]",CORROSION SCIENCE,97,1月6日,10.1016/j.corsci.2015.04.017,Aug-15,NICKEL,"Leng, B (reprint author)","Chinese Acad Sci, Shanghai Inst Appl Phys, 2019 Jia Luo Rd, Shanghai 201800, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Chinese Academy of Sciences","[ 1 ] Chinese Acad Sci, Shanghai Inst Appl Phys, Thorium Molten Salts Reactor Ctr, Shanghai 201800, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Chinese Academy of Sciences;[ 2 ] Univ Chinese Acad Sci, Beijing 100049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Chinese Academy of Sciences <U+00A0><U+00A0><U+00A0><U+00A0>University of Chinese Academy of Sciences;[ 3 ] Xi An Jiao Tong Univ, State Key Lab Mech Behav Mat, Xian 710049, Shanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 4 ] Chinese Acad Sci, Inst Met Res, Shenyang 110016, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Chinese Academy of Sciences","Program of International S&T Cooperation, ANSTO-SINAP<U+00A0> 2014DFG60230<U+00A0>;National Natural Science Foundation of China<U+00A0> 51371188<U+00A0>;Science and Technology Commission of Shanghai Municipality<U+00A0> 11JC1414900<U+00A0>;Strategic Priority Research Program of the Chinese Academy of Sciences<U+00A0> XDA02004210<U+00A0>;National Young 1000 Talents Program of China<U+00A0> <U+00A0>;Fundamental Research Funds for the Central Universities<U+00A0> 2015GJHZ03<U+00A0>",Materials Science; Metallurgy & Metallurgical Engineering,"Materials Science, Multidisciplinary; Metallurgy & Metallurgical Engineering",Article,English,WOS:000357548000001,0010-938X,1879-0496,CM2YJ,20,10698
399,Progress in the Increase of Life in Five Kinds of High Energy Storage Capacitors,"Xiao, L (Xiao, Lei)[ 1 ] ; Huang, D (Huang, Dong)[ 1 ] ; Deng, X (Deng, Xin)[ 1 ] ; Yang, LJ (Yang, Lanjun)[ 1 ] ; Chen, L (Chen, Li)[ 1 ]",JOURNAL OF FUSION ENERGY,34,699-703,10.1007/s10894-015-9867-x,Aug-15,null,"Yang, LJ (reprint author)","Xi An Jiao Tong Univ, State Key Lab Elect Insulat & Power Equipment, Xian 710049, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, State Key Lab Elect Insulat & Power Equipment, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",NA,Nuclear Science & Technology,Nuclear Science & Technology,Review,English,WOS:000357452900001,0164-0313,1572-9591,CM1PN,9,10698
400,Study on a Nonlinear Antiferroelectric Capacitor,"Xu, R (Xu, Ran)[ 1 ] ; Tian, D (Tian, Dou)[ 1 ] ; Xu, Z (Xu, Zhuo)[ 1 ] ; Feng, YJ (Feng, Yujun)[ 1 ]",JOURNAL OF FUSION ENERGY,34,717-720,10.1007/s10894-015-9870-2,Aug-15,STORAGE,"Xu, R (reprint author)","Xi An Jiao Tong Univ, Minist Educ, Key Lab, Elect Mat Res Lab, Xian 710049, Shaanxi, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Minist Educ, Key Lab, Elect Mat Res Lab, Xian 710049, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",NA,Nuclear Science & Technology,Nuclear Science & Technology,Article,English,WOS:000357452900004,0164-0313,1572-9591,CM1PN,6,10698
401,Modeling of Delay Time in Planar Multi-Gap Multi-Channel Gas Switches,"Xiao, L (Xiao, Lei)[ 1 ] ; Ma, JB (Ma, Jiangbo)[ 1 ] ; Deng, X (Deng, Xin)[ 1 ] ; Yang, LJ (Yang, Lanjun)[ 1 ]",JOURNAL OF FUSION ENERGY,34,833-837,10.1007/s10894-015-9880-0,Aug-15,null,"Yang, LJ (reprint author)","Xi An Jiao Tong Univ, State Key Lab Elect Insulat & Power Equipment, Xian 710049, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, State Key Lab Elect Insulat & Power Equipment, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",NA,Nuclear Science & Technology,Nuclear Science & Technology,Article,English,WOS:000357452900022,0164-0313,1572-9591,CM1PN,12,10698
402,Microstructure and properties of the laser butt welded 1.5-mm thick T2 copper joint achieved at high welding speed,"Zhang, LJ (Zhang, Lin-Jie)[ 1 ] ; Zhang, GF (Zhang, Gui-Feng)[ 1 ] ; Ning, J (Ning, Jie)[ 1 ] ; Zhang, XJ (Zhang, Xing-Jun)[ 1,2 ] ; Zhang, JX (Zhang, Jian-Xun)[ 1 ]",MATERIALS & DESIGN,88,720-736,10.1016/j.matdes.2015.09.072,DEC 25 2015,AZ31B MAGNESIUM ALLOY; AUSTENITIC STAINLESS-STEEL; ALUMINUM-ALLOY; SOLIDIFICATION CRACKING; FIBER LASER; CONFIGURATION; POOL; WAVELENGTH; STRENGTH,"Zhang, GF (reprint author)","Xi An Jiao Tong Univ, State Key Lab Mech Behav Mat, Xian 710049, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, State Key Lab Mech Behav Mat, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Shaanxi HanDe Axle Co Ltd, Xian 710201, Peoples R China",National Natural Science Foundation of China<U+00A0> 51275391<U+00A0>,Materials Science,"Materials Science, Multidisciplinary",Article,English,WOS:000364257300086,0261-3069,1873-4197,CV4SR,46,10698
403,Relationships between the properties and microstructure of Mo-Cu composites prepared by infiltrating copper into flame-sprayed porous Mo skeleton,"Yao, JT (Yao, Jian-Tao)[ 1 ] ; Li, CJ (Li, Chang-Jiu)[ 1 ] ; Li, Y (Li, Yi)[ 1 ] ; Chen, B (Chen, Biao)[ 1 ] ; Huo, HB (Huo, Hui-Bin)[ 1 ]",MATERIALS & DESIGN,88,774-780,10.1016/j.matdes.2015.09.062,DEC 25 2015,THERMAL-CONDUCTIVITY; FABRICATION; MOLYBDENUM; REDUCTION; PARTICLES; BEHAVIOR; STEEL; ALLOY; STATE,"Li, CJ (reprint author)","Xi An Jiao Tong Univ, Sch Mat Sci & Engn, State Key Lab Mech Behav Mat, Xian 710049, Shaanxi Provinc, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Sch Mat Sci & Engn, State Key Lab Mech Behav Mat, Xian 710049, Shaanxi Provinc, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",Fund for the Doctoral Program of Higher Education of China<U+00A0> 20120201130002<U+00A0>,Materials Science,"Materials Science, Multidisciplinary",Article,English,WOS:000364257300091,0261-3069,1873-4197,CV4SR,29,10698
404,"Application of nanoporous graphene membranes in natural gas processing: Molecular simulations of CH4/CO2, CH4/H2S and CH4/N-2 separation","Sun, CZ (Sun, Chengzhen)[ 1 ] ; Wen, BY (Wen, Boyao)[ 1 ] ; Bai, BF (Bai, Bofeng)[ 1 ]",CHEMICAL ENGINEERING SCIENCE,138,616-621,10.1016/j.ces.2015.08.049,DEC 22 2015,POROUS GRAPHENE; CO2/N-2 SEPARATION; HYDROGEN PURIFICATION; OXIDE MEMBRANES; CARBON-DIOXIDE; PERMEATION; DYNAMICS; PERMEABILITY; PERFORMANCE; MECHANISMS,"Bai, BF (reprint author)","Xi An Jiao Tong Univ, State Key Lab Multiphase Flow Power Engn, Xian 710049, Shaanxi, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, State Key Lab Multiphase Flow Power Engn, Xian 710049, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China for Distinguished Young Scientists<U+00A0> 51425603<U+00A0>;Fundamental Research Funds for the Central Universities<U+00A0> <U+00A0>;<U+00A0> 51236007<U+00A0>,Engineering,"Engineering, Chemical",Article,English,WOS:000363815400059,0009-2509,1873-4405,CU8SW,36,10698
405,A 3D finite element-based model order reduction method for parametric resonance and whirling analysis of anisotropic rotor-bearing systems,"Wang, S (Wang, Shuai)[ 1 ] ; Wang, Y (Wang, Yu)[ 1 ] ; Zi, YY (Zi, Yanyang)[ 1 ] ; He, ZJ (He, Zhengjia)[ 1 ]",JOURNAL OF SOUND AND VIBRATION,359,116-135,10.1016/j.jsv.2015.08.027,DEC 22 2015,VIBRATION ANALYSIS; ROTATING MACHINES; DYNAMIC STABILITY; ASYMMETRIC ROTORS; JEFFCOTT ROTOR; SHAFT; INSTABILITY; ASSEMBLIES; CRACK,"Zi, YY (reprint author)","Xi An Jiao Tong Univ, Sch Mech Engn, State Key Lab Mfg & Syst Engn, Xian 710049, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Sch Mech Engn, State Key Lab Mfg & Syst Engn, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",project of National Natural Science Foundation of China<U+00A0> 51421004<U+00A0>;National Natural Science Foundation of China<U+00A0> 51275384<U+00A0>;China Postdoctoral Science Foundation<U+00A0> 2014M560765<U+00A0>,Acoustics; Engineering; Mechanics,"Acoustics; Engineering, Mechanical; Mechanics",Article,English,WOS:000362456100009,0022-460X,1095-8568,CT0AM,31,10698
406,Top predators induce the evolutionary diversification of intermediate predator species,"Zu, J (Zu, Jian)[ 1 ] ; Yuan, B (Yuan, Bo)[ 1 ] ; Du, JQ (Du, Jianqiang)[ 2 ]",JOURNAL OF THEORETICAL BIOLOGY,387,1月12日,10.1016/j.jtbi.2015.09.024,DEC 21 2015,TRADE-OFF GEOMETRIES; 3-SPECIES FOOD-CHAIN; ADAPTIVE DYNAMICS; APPARENT COMPETITION; ECOLOGICAL SCENARIOS; SYMPATRIC SPECIATION; GLOBAL STABILITY; COEXISTENCE; SYSTEMS; MODELS,"Zu, J (reprint author)","Xi An Jiao Tong Univ, Sch Math & Stat, Xian 710049, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Sch Math & Stat, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Xi An Jiao Tong Univ, Sch Life Sci & Technol, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China<U+00A0> 11201368<U+00A0> 81102085<U+00A0>;Fundamental Research Funds for Central Universities (Xi'an Jiaotong University)<U+00A0> <U+00A0>;China Postdoctoral Science Foundation<U+00A0> 2014M560755<U+00A0>,Life Sciences & Biomedicine - Other Topics; Mathematical & Computational Biology,Biology; Mathematical & Computational Biology,Article,English,WOS:000365245800001,0022-5193,1095-8541,CW8JN,49,10698
407,A transient electrochemical model incorporating the Donnan effect for all-vanadium redox flow batteries,"Lei, Y (Lei, Y.)[ 1 ] ; Zhang, BW (Zhang, B. W.)[ 1 ] ; Bai, BF (Bai, B. F.)[ 1 ] ; Zhao, TS (Zhao, T. S.)[ 2 ]",JOURNAL OF POWER SOURCES,299,202-211,10.1016/j.jpowsour.2015.08.100,DEC 20 2015,EXCHANGE MEMBRANES; ION CROSSOVER; CAPACITY LOSS; PERFORMANCE; DIFFUSION; TRANSPORT,"Zhao, TS (reprint author)","Hong Kong Univ Sci & Technol, Dept Mech & Aerosp Engn, Kowloon, Hong Kong, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Hong Kong University of Science & Technology","[ 1 ] Xi An Jiao Tong Univ, State Key Lab Multiphase Flow Power Engn, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Hong Kong Univ Sci & Technol, Dept Mech & Aerosp Engn, Kowloon, Hong Kong, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Hong Kong University of Science & Technology",Open Projects of State Key Laboratory of Multiphase Flow in Power Engineering of China<U+00A0> <U+00A0>,Electrochemistry; Energy & Fuels,Electrochemistry; Energy & Fuels,Article,English,WOS:000363907400025,0378-7753,1873-2755,CU9ZY,27,10698
408,Mechanical strain induced valley-dependent quantum magnetotransport of Dirac particles in graphene,"Ma, N (Ma, Ning)[ 1,2 ] ; Zhang, SL (Zhang, Shengli)[ 2 ] ; Liu, DQ (Liu, Daqing)[ 3 ] ; Wang, V (Wang, Vei)[ 4 ]",PHYSICS LETTERS A,379,3123-3129,10.1016/j.physleta.2015.10.010,DEC 18 2015,2-DIMENSIONAL ELECTRON-GAS; MAGNETORESISTANCE OSCILLATIONS; MAGNETIC-FIELDS; LANDAU-LEVELS; FERMIONS,"Ma, N (reprint author)","Xi An Jiao Tong Univ, Dept Appl Phys, MOE Key Lab Nonequilibrium Synth & Modulat Conden, Xian 710049, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Taiyuan Univ Technol, Dept Phys, MOE Key Lab Adv Transducers & Intelligent Control, Taiyuan 030024, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Taiyuan University of Technology;[ 2 ] Xi An Jiao Tong Univ, Dept Appl Phys, MOE Key Lab Nonequilibrium Synth & Modulat Conden, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 3 ] Changzhou Univ, Sch Math & Phys, Changzhou 213164, Peoples R China;[ 4 ] Xian Univ Technol, Dept Appl Phys, Xian 710054, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Xi'an University of Technology",National Natural Science Foundation of China<U+00A0> 11074196<U+00A0> 11304241<U+00A0> 11305113<U+00A0>;School Foundation<U+00A0> 1205-04020102<U+00A0>;Qualified Personnel Foundation of Taiyuan University of Technology (QPFT)<U+00A0> tyutrc-201273a<U+00A0>,Physics,"Physics, Multidisciplinary",Article,English,WOS:000365052800019,0375-9601,1873-2429,CW5QY,43,10698
409,Low-energy quantum scattering induced by graphene ripples,"Liu, DQ (Liu, Daqing)[ 1,3 ] ; Ye, X (Ye, Xin)[ 1 ] ; Chen, SY (Chen, Shuyue)[ 1 ] ; Zhang, SL (Zhang, Shengli)[ 3 ] ; Ma, N (Ma, Ning)[ 2,3 ]",PHYSICS LETTERS A,379,3141-3145,10.1016/j.physleta.2015.10.022,DEC 18 2015,SUSPENDED GRAPHENE; MEMBRANES; SHEETS,"Liu, DQ (reprint author)","Changzhou Univ, Sch Math & Phys, Changzhou 213164, Peoples R China.","[ 1 ] Changzhou Univ, Sch Math & Phys, Changzhou 213164, Peoples R China;[ 2 ] Taiyuan Univ Technol, Dept Phys, Taiyuan 030024, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Taiyuan University of Technology;[ 3 ] Xi An Jiao Tong Univ, Sch Sci, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China<U+00A0> 51176016<U+00A0> 11074196<U+00A0>,Physics,"Physics, Multidisciplinary",Article,English,WOS:000365052800022,0375-9601,1873-2429,CW5QY,23,10698
410,ACTIVATION AND BLOCKADE OF SEROTONIN7 RECEPTORS IN THE PRELIMBIC CORTEX REGULATE DEPRESSIVE-LIKE BEHAVIORS IN A 6-HYDROXYDOPAMINE-INDUCED PARKINSON'S DISEASE RAT MODEL,"Zhang, QJ (Zhang, Q. J.)[ 1 ] ; Du, CX (Du, C. X.)[ 1 ] ; Tan, HH (Tan, H. H.)[ 1 ] ; Zhang, L (Zhang, L.)[ 2 ] ; Li, LB (Li, L. B.)[ 1 ] ; Zhang, J (Zhang, J.)[ 2 ] ; Niu, XL (Niu, X. L.)[ 3 ] ; Liu, J (Liu, J.)[ 2 ]",NEUROSCIENCE,311,45-55,10.1016/j.neuroscience.2015.10.016,DEC 17 2015,MEDIAL PREFRONTAL CORTEX; PHASEOLUS-VULGARIS-LEUKOAGGLUTININ; 5-HT NEURONAL-ACTIVITY; MIDBRAIN RAPHE NUCLEI; IN-SITU HYBRIDIZATION; PYRAMIDAL NEURONS; HEMIPARKINSONIAN RAT; SLOW AFTERHYPERPOLARIZATION; NIGROSTRIATAL PATHWAY; ANTAGONIST SB-269970,"Liu, J (reprint author)","Xi An Jiao Tong Univ, Hlth Sci Ctr, Sch Basic Med Sci, Dept Physiol & Pathophysiol, Yan Ta Xi Lu 76, Xian 710061, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Hosp 2, Dept Rehabil Med, Xian 710004, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Xi An Jiao Tong Univ, Hlth Sci Ctr, Sch Basic Med Sci, Dept Physiol & Pathophysiol, Xian 710061, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 3 ] Xi An Jiao Tong Univ, Hosp 2, Dept Med, Xian 710004, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","Science and Technological Project of Shaanxi Province, China<U+00A0> 2015SF017<U+00A0>",Neurosciences & Neurology,Neurosciences,Article,English,WOS:000366144000005,0306-4522,1873-7544,CY1CJ,76,10698
411,BMSCs TRANSPLANTATION IMPROVES COGNITIVE IMPAIRMENT VIA UP-REGULATION OF HIPPOCAMPAL GABAergic SYSTEM IN A RAT MODEL OF CHRONIC CEREBRAL HYPOPERFUSION,"Long, Q (Long, Q.)[ 1 ] ; Hei, Y (Hei, Y.)[ 2 ] ; Luo, Q (Luo, Q.)[ 1 ] ; Tian, Y (Tian, Y.)[ 1 ] ; Yang, J (Yang, J.)[ 1 ] ; Li, J (Li, J.)[ 1 ] ; Wei, L (Wei, L.)[ 2 ] ; Liu, W (Liu, W.)[ 2 ]",NEUROSCIENCE,311,464-473,10.1016/j.neuroscience.2015.10.055,DEC 17 2015,MESENCHYMAL STEM-CELLS; MARROW STROMAL CELLS; FUNCTIONAL RECOVERY; ALZHEIMERS-DISEASE; GABA(B) RECEPTORS; CAROTID ARTERIES; ISCHEMIA; THERAPY; STROKE; MEMORY,"Long, Q (reprint author)","Xi An Jiao Tong Univ, Affiliated Hosp, Coll Med, Dept Neurosurg,Xian Cent Hosp, 185 Houzai Gate North St, Xian 710003, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Dept Neurosurg, Xian Cent Hosp, Sch Med, Xian 710003, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Fourth Mil Med Univ, Xijing Hosp, Dept Neurosurg, Xian 710032, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Fourth Military Medical University","Natural Science Foundation of Shaanxi<U+00A0> 2015JM8476<U+00A0>;Science and Technology of Xi'an, China<U+00A0> SF1423 (2)<U+00A0>",Neurosciences & Neurology,Neurosciences,Article,English,WOS:000366144000040,0306-4522,1873-7544,CY1CJ,43,10698
412,Numerical Simulation of Natural Convection in a Porous Cavity with Linearly Temperature Distributions Under the Local Thermal Nonequilibrium Condition,"Wu, F (Wu, Feng)[ 1 ] ; Zhou, WJ (Zhou, Wenjing)[ 2 ] ; Wang, G (Wang, Gang)[ 3 ] ; Ma, XX (Ma, Xiaoxun)[ 1 ] ; Wang, YQ (Wang, Yuqi)[ 1 ]",NUMERICAL HEAT TRANSFER PART A-APPLICATIONS,68,1394-1415,10.1080/10407782.2015.1052316,DEC 17 2015,INTERNAL HEAT-GENERATION; BOUNDARY-CONDITIONS; RECTANGULAR ENCLOSURE; MAGNETIC-FIELD; SQUARE CAVITY; SIDE WALLS; VISCOUS DISSIPATION; ACTIVE SIDEWALLS; NANOFLUID FLOW; BOTTOM WALL,"Wu, F (reprint author)","NW Univ Xian, Sch Chem Engn, Taibai North Rd 229, Xian 710069, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Northwest University Xi'an","[ 1 ] NW Univ Xian, Sch Chem Engn, Xian 710069, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Northwest University Xi'an;[ 2 ] Xi An Jiao Tong Univ, Sch Energy & Power Engn, Minist Educ, Key Lab Thermofluid Sci & Engn, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 3 ] Lanzhou Univ Technol, Sch Civil Engn, Lanzhou, Gansu, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Lanzhou University of Technology",National Science Foundation of China<U+00A0> 21476181<U+00A0>;higher school specialized research fund for doctoral program funding issue<U+00A0> 20136101120010<U+00A0>;China Postdoctoral Science Foundation funded project<U+00A0> 2013M540768<U+00A0>,Thermodynamics; Mechanics,Thermodynamics; Mechanics,Article,English,WOS:000357800400005,1040-7782,1521-0634,CM6LQ,41,10698
413,Nonadiabatic dynamics and photoisomerization of biomimetic photoswitches,"Hu, DP (Hu, Deping)[ 1,2 ] ; Huang, J (Huang, Jing)[ 1,2 ] ; Xie, Y (Xie, Yu)[ 1 ] ; Yue, L (Yue, Ling)[ 3,4 ] ; Zhuang, XH (Zhuang, Xuhui)[ 1,2 ] ; Lan, ZG (Lan, Zhenggang)[ 1,2 ]",CHEMICAL PHYSICS,463,95-105,10.1016/j.chemphys.2015.10.003,DEC 16 2015,MOLECULAR ROTARY MOTOR; SEMIEMPIRICAL METHODS; OVERCROWDED ALKENES; RETINAL CHROMOPHORE; PHOTOCHEMICAL DYNAMICS; CONICAL INTERSECTIONS; RHODOPSIN CHROMOPHORE; ELECTRONIC-STRUCTURE; PERTURBATION-THEORY; PROTON-TRANSFER,"Lan, ZG (reprint author)","Chinese Acad Sci, Qingdao Inst Bioenergy & Bioproc Technol, Key Lab Biobased Mat, Qingdao 266101, Shandong, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Chinese Academy of Sciences","[ 1 ] Chinese Acad Sci, Qingdao Inst Bioenergy & Bioproc Technol, Key Lab Biobased Mat, Qingdao 266101, Shandong, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Chinese Academy of Sciences;[ 2 ] Univ Chinese Acad Sci, Beijing 100049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Chinese Academy of Sciences <U+00A0><U+00A0><U+00A0><U+00A0>University of Chinese Academy of Sciences;[ 3 ] Xi An Jiao Tong Univ, Dept Chem, Sch Sci, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 4 ] Beijing Normal Univ, Coll Chem, Minist Educ, Key Lab Theoret & Computat Photochem, Beijing 100875, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Beijing Normal University","CAS 100 Talents Project<U+00A0> <U+00A0>;National Natural Science Foundation of China (NSFC) project<U+00A0> 21543008<U+00A0> 21503248<U+00A0> 21503156<U+00A0> 91233106<U+00A0>;Key Lab of Nanodevices and Nanoapplications, CAS<U+00A0> 14HZ03<U+00A0>;Natural Science Foundation of Shandong Province for Distinguished Young Scholars<U+00A0> JQ201103<U+00A0>",Chemistry; Physics,"Chemistry, Physical; Physics, Atomic, Molecular & Chemical",Article,English,WOS:000365582100014,0301-0104,1873-4421,CX3FQ,87,10698
